,loopless
EX_nmn_e,0.0
EX_gaba_e,0.0
EX_pro__L_e,0.0
EX_larabinose_e,0.0
EX_formate_e,0.0
EX_c160_e,0.0
EX_4hpheac_e,0.0
EX_mltttr_e,0.0
EX_pac_e,0.0
EX_fuc1p_e,0.0
EX_nh4_e,-3.1622332273695064
EX_r3hbn_e,0.0
EX_an_e,0.0
EX_man6p_e,0.0
EX_mnt_e,0.0
EX_glx_e,0.0
EX_4flthr_e,0.0
EX_6chq_e,0.0
EX_co2_e,5.749489933767751
EX_acon__C_e,0.0
EX_lys__L_e,0.0
EX_na_e,0.0
EX_knt_e,0.0
EX_4flrbz_e,0.0
EX_ppa_e,0.0
EX_bp23d_e,0.0
EX_pnto_e,0.0
EX_ptrc_e,0.0
EX_o2_e,-5.314904710326619
EX_gluc_e,0.0
EX_man_e,0.0
EX_mal_e,0.0
EX_taur_e,0.0
EX_26dap__M_e,0.0
EX_leu__L_e,0.0
EX_kdg_e,0.0
EX_trp__L_e,0.0
EX_lac__D_e,0.0
EX_choline_e,0.0
EX_ser__L_e,0.0
EX_xan_e,0.0
EX_glyn_e,0.0
EX_34dhb_e,0.0
EX_t3_e,0.0
EX_lactose_e,0.0
EX_c181_e,0.0
EX_kn_e,0.0
EX_eth_e,0.0
EX_glyb_e,0.0
EX_indole_e,0.0
EX_dser_e,0.0
EX_tyr__L_e,0.0
EX_no3_e,0.0
EX_mobd_e,0.0
EX_bzald_e,0.0
EX_4cresol_e,0.0
EX_h2o_e,24.19097078182315
EX_hyxn_e,0.0
EX_alltn_e,0.0
EX_h_e,-11.163730697652
EX_4hb_e,0.0
EX_xtsine_e,0.0
UNSMONO,0.0
ATPS4m,17.957604582840528
OPHHX,0.0
OCPPH1,0.0006236496513748261
DHFR,0.007410739714479713
OPHHX3,0.0
DBTS,0.0
TARTRt7,0.0
ARBabc,0.0
HACDH,0.0
PPPGO3,6.592867743105305e-05
DTMPK,0.005192328811732124
KDO8PS,0.007068029382248029
ADNK,0.003741897908248957
CSND,0.0
KDOPP,0.007068029382248029
BAPT2,0.0
COBALTt5,0.0
4HPHEAO,0.0
4FLTHRt,0.0
CAT,0.026402356478965487
GLYALDt,0.0
CCMUCt,0.0
ADA,0.0
TMDPP,0.0
NNATr,0.00281533271192064
HIBHrm,0.0
3HBZt,0.0
UAMAGS,0.017818561467852174
2HBAt,0.0
4HPHEA2,0.0
GPDDA2,0.0
THRD_L,0.1249704808547813
HBZOPT,0.0012472993027496523
4HPHEA1,0.0
GPDDA3,0.0
HOMOGD,0.0
GLNTRS,0.0
GPDDA4,0.0
ACALD,0.0
GPDDA5,0.0
MELIBt2,0.0
2H4HMBZP,0.0
GPDDA1,0.0
HISTD,0.045033444349751726
G1PCYTF,0.0
CYTBD,0.0
OCTDPS,0.0012472993027496523
INDOLEt2r,0.0
NMNAT,0.0
XTSNtr,0.0
IMPC,-0.07326636104351358
TYRTA,-0.048555579999897173
GLYOX,0.0
4HPHED2,0.0
ALDH,0.0
4HPHED1,0.0
TDPGDH,0.0
CHRPL,0.0
THRAD2,0.0
THRA,0.0
TAh,-0.002192277012594418
DHQS,0.13922533002906295
PPPNDO,0.0
SULFR,0.0
DB4PS,0.006842327603655235
ARGTRS,0.0
PHEMEAS,6.592867743105305e-05
PHOXDR,0.0
GLCP,0.0
2BHPPPH,0.0
FMNAT,0.0012562085834835783
NH4t,3.1622332273695064
FDH,-0.0927414547758261
ADK3,0.0
ANTOXDR,0.0
ADK4,0.0
ADK1,0.4397294296638986
BTPT2,0.0
BTPT1,0.0
SULALDAC,0.0
GALTpts,0.0
34DHDHF,0.0
CYSabc,0.0
ACP1p,0.0
SALCH1,0.0
GMPS,0.02870689042880728
DGSNt2,0.0
ACODA,0.0
KDOCT2,0.007068029382248029
SALCH5,0.0
SALCH4,0.0
SALCH3,0.0
SALCH2,0.0
BTPT3,0.0
GLUTRS,0.0005274294194484244
GLUTRR,0.0005274294194484244
SLFR,0.060348497931370704
NTPTP1,0.0
CARSA,0.0
LPD5,0.0
NUTPTP2,0.0
2HOHPHDB,0.0
H2Ot,-24.19097078182315
PPAKr,0.0
CBL1abc,0.0
PTRCt2,0.0
HOPNTAL,0.0
METTHFD,0.0
ANTHMN1,0.0
LEUTRS,0.0
ANTHMN2,0.0
MTHFR2,0.0
MDH,1.7932804842643306
DHDPS,0.05598592013199154
BZALt,0.0
BPHEDO1,0.0
MDH2,0.0
BPHEDO2,0.0
FBA,0.0
PERD,0.004000267049532814
UGLYCH,0.0
AKGDH,1.6170887666139262
ILEtr,0.0
ALATRS,0.0
MECDPDHT,0.010176180454290378
PHETRS,0.0
FLVRx,0.0
HYDRTS,0.0
PTRCabc,0.0
GALCTtr,0.0
CHCOAL,0.0
MALTTRabc,0.0
LYSTRS,0.0
4FLRBZt,0.0
SPMDabc,0.0
G5SD,0.201337865545751
KYNATESYN,0.0
FBP,0.0
ACt2r,0.0
ADOCBLS,0.0
GGMT2,0.0
GGMT1,0.0
GAM,0.0
GLUN2,0.0
MNAO15,0.0
LPS,0.0100971848317829
CHLtr,0.0
DCTPD,0.0
DCTPDA2,0.0
ADPRDP,0.0
GLCURt2r,0.0
THFAT,0.0
MACACI,0.0
FORTF,0.0
OMMBZH,0.0
G6Pt6_2,0.0
XPPT,0.0
ACACT1r,0.0
CYSSADS,0.0
HTTOG,0.0
SHCHCC,0.0
DHR,-0.04598911319647753
CATOCS,0.0
PPGS,0.0
GENDO,0.0
HATRAZE2,0.0
ADSK,0.060348497931370704
FCLT,6.592867743105305e-05
HATRAZE1,0.0
TRPD,0.0
ADSLFK2,0.0
HACD5,0.0
UNAMPLA,0.017818561467852174
MOHMT,0.0012918457064193052
BTS4,0.0
PPG2DGp,0.0
NADSG,0.00281533271192064
UAAGDS,0.017818561467852174
AMID2,0.0
TAUDO,0.0
THRtr,0.0
AMDS6,0.0
ACPCD,0.0
HMR_7756,0.0
AMDS3,0.0
2HISOPD,0.0
AMDS2,0.0
CADVt,0.0
TMPPP,0.003724079346781104
NPPDO,0.0
HACD1,0.0
HACD2,0.0
HACD4,0.0
3HBCDH,0.0
DURIt2,0.0
GLYCLTt2r,0.0
G6PDA,0.0
UDPG4E1,0.0
PUNP7,0.0
ALATA_D2,0.0
PUNP6,0.0
PUNP5,0.0
PUNP4,0.0
PAPPT3,0.017818561467852174
PROt4,0.0
3HBD,0.0
PUNP3,0.0
PUNP2,0.0
PUNP1,0.0
FBMO2,0.0
FBMO1,0.0
DHPPRAP,0.0034211638018276174
HMDPPK,0.0
HPPPNt2r,0.0
PNTK,0.0012918457064193052
LCADi,0.0
CBPS,0.13807543886233759
FBMO6,0.0
PNTOK2,0.0
FBMO5,0.0
PNTOK3,0.0
HDCAt2,0.0
FBMO3,0.0
DSERt2,0.0
FBMO9,0.0
FBMO8,0.0
DAPDC,0.03816735866413936
FBMO7,0.0
UAGDP,0.1188423805899624
NO2t2r,0.0
METabc,0.0
CDPGD,0.0
TOLabc,0.0
AMAOTr,0.0
UPP3MT,0.0
DAAD,0.0
PRGCS,0.03195699604054295
MNLpts,0.0
SERt4,0.0
OCOAT1m,0.0
UPPRT,0.0
LDHm,0.0
GAMpts,0.0
PPCK,0.0
ASPAM1,0.0
BZACCOAT,0.0
ASPAM2,0.0
ASPAM3,0.0
ASPAM4,0.0
AAATT,0.0
ASPt2_3,0.0
MALTPTabc,0.0
ACHBS,0.06179477117051134
ASPt2_2,0.0
CHORS,0.13922533002906295
CHORM,0.1353913695532301
AOBUTDs,0.0
CCPPMD,0.0
14HPED,0.0
DHQND,0.13922533002906295
IMPD,0.02870689042880728
Biomass,0.2969760244642029
SUCOAS,-1.5611028464819348
PPAt,0.0
IMP,0.0
ACPYRH,0.0
BUPN,0.0
BUDPP1,0.0
ALRTg,-0.08196829065847933
SSALy,0.0
GART,0.10522335708405653
CRNabc,0.0
CCPPCCOAL,0.0
CCPAMAH,0.0
NAPMSCD,0.0
BTCAL,0.0
GACT_h,0.09208632566586004
ALRTa,0.0
XANt2,0.0
XANt,0.0
BZFORCL1,0.0
KYN,0.0
BZFORCL2,0.0
KYNRN1,0.0
ALRTx,0.0
ALRTs,0.0
MG2t,0.0
KYNRN3,0.0
4NPHPP,0.0
ACS,0.0
FUM,1.7932804842643306
GERCT,0.0
NADHDH,0.0
PROTCD,0.0
PPNCL,0.0012918457064193052
TRPTRS,0.0
G1SAT,0.0005274294194484244
PROD2,0.0
ADNt2,0.0
ASP1DC,0.2955772673889766
MNAO10,0.0
ADCOBNSYN,0.0
MNAO13,0.0
MNAO14,0.0
CLt,0.0
MNAO11,0.0
MNAO12,0.0
CYSTRS,0.0
L_LACD2,0.0
UAGAAT,0.002827211752899212
PHE2MO1,0.0
GLUCD1,0.0
GLUCD2,0.0
MCITS,0.0
PHE2MO3,0.0
PHE2MO2,0.0
PPG2DG,0.0
CPPPGO,6.592867743105305e-05
NDPK1,0.06356296642017065
NDPK2,0.16246637672760703
NDPK5,0.009703394623343365
4CRESOLt,0.0
NDPK6,0.0
NDPK3,0.0321815099150389
TTDCAt2,0.0
NDPK4,0.005192328811732124
NUDPK9,0.0
ASPTA,-0.9624695976860337
NDPK7,0.009703394623343365
NDPK8,0.005192328811732124
GLU5K,0.201337865545751
ALPHNH,0.0
GLNabc,0.0
SEROAT,0.02823945016630108
ORNCD,0.0
NPHS,0.0
Phospholipid,0.014700313210978044
GLYCTO1p,0.0
SDPDS,0.05598592013199154
FUCt,0.0
VALTRS,0.0
SERDHT2,0.0
UBQBM,0.0
RNA,0.017818561467852174
PPCDC,0.0012918457064193052
PHAS,0.0
SUCD1,0.0
34DHFD,0.0
SUCDi,1.6285995573222953
ASCBptspp,0.0
SUCD4,0.0
CCHCCOAL,0.0
Ktr,0.0
PYDXO_1,0.0
GLUtr,0.0
URIt2,0.0
IDONt2r,0.0
CTPS2,0.027486318968259843
UAGCVT,0.017818561467852174
THRTRS,0.0
PTA2,0.0
CYTCOBO3,10.56447113155882
MAN1PT2,0.0
HIBDkt,0.0
BPHEHB,0.0
BPHEHA,0.0
TRPAS2,-0.001615549573085264
THDPS,0.05598592013199154
GALCTD,0.0
GRTT,0.0013132279801807054
GLYC3Pabc,0.0
PYDXNO,0.0
HACDHG,0.0
TDPDRE,0.0
RNDR1,0.005192328811732124
RNDR2,0.009703394623343365
PC,0.0
RNDR3,0.009703394623343365
VALTA,-0.13873531958869703
RNDR4,0.005192328811732124
GF6PTA,0.1188423805899624
ATPADT,0.0
NTRLASE,0.0
ILEabc,0.0
AADT2,0.0
NITL2,0.0
GALUi,0.002827211752899212
NITL1,0.0
FMETDF,0.0
NITL5,0.0
4CRESOLD,0.0
NITL4,0.0
PPCOAC,0.0
PPA2,0.0
PHE2MO4,0.0
PPA,0.6306835285142594
PHE2MO5,0.0
Carbohydrate,0.01633368134553116
RPI,-0.12945897648853252
ALAtr,0.0
PYK,0.618670867358842
IZPN,0.0
RPE,-0.14336933347443576
TYRTM,0.0
FABC150,0.00028730292139535495
CNTOB,0.0
FABC151,0.0
GTADT2,0.0
PMCOAD,0.0
GTADT1,0.0
TRDR,0.09013994480152168
ACLS,0.2454417749389298
GMHEPAT,0.004240817629348818
C181t,0.0
ACACt2,0.0
PTRCORNt7,0.0
MICITDr,0.0
3OXAPT,0.0024767800440314517
Cofactors_and_vitamins,0.008909280733926087
TREH,0.0
HMR_0614,0.002827211752899212
GTPCI,0.0022184109027475886
FORGD,0.0
AHCYSNS,0.0
XAND,0.0
UGMDDS,0.017818561467852174
OCTMBZM,0.0012472993027496523
ALLTC,0.0
FABC140,0.01861073788568585
FABC141,0.0
ACALDt,0.0
NADH16,8.933653163333778
CGS_m,0.0
NADH5,0.0
CYSGS2,0.0
GMHEPPA,0.004240817629348818
ALAR,0.03563712293570435
MALTHXabc,0.0
NADK,0.0013274828293548474
HETZK,0.0
OCDCAt2,0.0
ASPCT,0.04598911319647753
O2t,5.314904710326619
CYTDtr,0.0
DCYTt2,0.0
DATA2,0.0
ALATA_D,0.0
OHPBAKGT,0.004000267049532814
DATA3,0.0
AGPR,-0.09208632566586004
FRUP,0.0
THRD,0.0
OCDOR,0.0008208654897010142
DHDPRy,0.05598592013199154
ACMANApts,0.0
FUMAC,0.0
PTAr,0.0
GLYAT,0.0
DHPD,0.0
NNAM,0.0
DPR,0.0012918457064193052
GLYt2r,0.0
TAGL2_Nlimit,0.0
E4PD,0.004000267049532814
KPENH,0.0
ADHEr,0.0
OCT,0.09208632566586004
HIStr,0.0
NTD9,0.0
FABC120,0.007355332303643386
NTD8,0.0
CCHNM2,0.0
34DHBt,0.0
NTD5,0.0
NTD4,0.0
NTD7,0.0
NTD6,0.0
ADNCYC,0.0
AHCi,0.003741897908248957
ADHC2,0.0
CCHNM1,0.0
PRAIZC2,-0.028232916693761847
AMAA,0.0
PRAIZC1,0.028232916693761847
12DHFD,0.0
GUAD,0.0
NTD1,0.0
NAt3_2,0.0
ASNabc,0.0
NTD2,0.0
NAt3_1g,0.060348497931370704
NMNt7,0.0
NTD3,0.0
ARGORNt7,0.0
CBL,0.0
CYSTBL2,0.0
ADPT,0.0
GLYTRS,0.0
3IPPMD1,0.0
CYSTBL1,0.0
3IPPMD2,0.0
G6PDH2r,2.744707823160814
ALRTgp,0.08196829065847933
NITOXDR,0.0
ADNCYC1,0.0
BZ12DOX,0.0
BZOTD7,0.0
NADDP,0.0
OP4ENH,0.0
ACMSD,0.0
BZOTD3,0.0
BZOTD4,0.0
BZOTD5,0.0
NADDP1,0.0
G1PTT,0.0
BZOTD1,0.0
ASPSAD,-0.30417472329721523
ADPRT2,0.0
ALCDH_pqq_x,0.0
ADPRT3,0.0
ADPRT4,0.0
KAS14,0.0
3CMUCC,0.0024767800440314517
BKACPS1,0.0
ICDHyr,2.137867704970499
ANOXDR,0.0
IG3PS,0.001615549573085264
ACONCt,0.0
THMabc,0.0
CYTDA,0.0
FALDH,0.0
FDFT1,0.0
ANDO,0.0
FDFT2,0.0
GLBRAN2,0.0
UPPDC2,0.0
UPPDC1,6.592867743105305e-05
GLCNt2r,0.0
SKDH,0.13922533002906295
MTTGH,0.03585094567331858
PDX5PSb,0.0
TDSK,0.001413605876449606
DNMPPA,0.0
NTRIR2x,0.0
PPC,1.3158930430242464
ACYP,0.0
APPS2,0.0
SDPTA,-0.05598592013199154
6CHQt,0.0
APPS3,0.0
DPHS,0.13922533002906295
ARGSL,0.09208632566586004
PAAD6,0.0
PAAD5,0.0
PAAD8,0.0
PAAD7,0.0
POX,0.0
PAAD2,0.0
PAAD1,0.0
CITt7,0.0
PAAD4,0.0
PLIPASA1E_Nlimit,0.0
NO3t7,0.0
PAAD3,0.0
SPMS3,0.0
LYStr,0.0
SPMS,0.0
COBBP1,0.0
COBBP2,0.0
PAAD9,0.0
AOBZACt,0.0
VALabc,0.0
GLXCL,0.005527317767396234
SHKK,0.13922533002906295
ARGDC,0.0
DMQMT,0.0012472993027496523
NNDMBRT,0.0
DPCOAK,0.0012918457064193052
FUCPt6_2,0.0
NTP3,0.0
NTP1,0.0
ILETRS,0.0
NAt3_15,0.0
ACBIPGT,0.0
MCITL2,0.0
PPS,0.0
6CHQD,0.0
OMPHHX,0.0012472993027496523
GTHS,0.0
MCLACi,0.0
PRFGAS,0.03195699604054295
AHSERL4,0.0
SCCNAPS,0.0
INStr,0.0
ADCL,0.0022184109027475886
HYXNt,0.0
PANTS,0.0012918457064193052
DDGD,0.0
OAHSL1,0.0
DXPRIi,0.010176180454290378
BUTt2r,0.0
SUCCabc,0.0
SUCCtr,0.0
ALPNIT,0.0
PMDPHT,0.0034211638018276174
IDPD,0.0
ALADH,0.0
OPHBDC,0.0012472993027496523
G3POAT_Nlimit,0.0
16DCDC4,0.0
16DCDC3,0.0
THD2,0.0
16DCDC2,0.0
16DCDC1,0.0
TRSARr,0.005527317767396234
ETOHt2r,0.0
THIOLS,0.0
PTPATi,0.0012918457064193052
TDPDRR,0.0
METTRS,0.0
TRPS2_1,0.001615549573085264
TRPS2,0.0
OXCTD2,0.0
OXCTD1,0.0
PHEA4H,0.0
PMPK,0.003724079346781104
CMK,0.010176180454290378
TRPS1,0.0
DLACt,0.0
AG3POAT_Nlimit,0.0
2H3MBZP,0.0
TKT1,0.0020485406167544
TKT2,-0.14541787409119017
HXAND,0.0
3OXAPLC,0.0024767800440314517
ALRTap,0.0
ALCDd,0.0
ANS,0.001615549573085264
BENZt,0.0
PGPS,0.017818561467852174
SADMET,0.0
UAG4Ei,0.01607234244400266
MLTGCT,0.0
MMSAD1m,0.0
UROCANt,0.0
ALCDt,0.0
NTD11,0.0
GLCNtr,0.0
DUTPDP,0.0
ACGK,0.09208632566586004
NTD10,0.0
CHOLD,0.0
CHOLD1,0.0
CYTDt2,0.0
LEUabc,0.0
GRATT,0.0013132279801807054
DHEDAA,0.0
P5PPR,0.0
DHHED1,0.0
HXMGL,0.0
ACGS,0.0
FBMO10,0.0
FBMO11,0.0
ANPRT,0.001615549573085264
MACR4p,0.0
FBMO14,0.0
FBMO15,0.0
FBMO12,0.0
FBMO13,0.0
ASPALAt,0.0
GLUABUTt7,0.0
PYAM5PO,0.0
PHBD,0.0
GLYK,0.0
UREAt,0.0
G3PD2,-0.020521637242525353
MANpts,0.0
G3PD5,0.0
GLCRD,0.0
4NOXDR,0.0
2KCHCCH,0.0
DABOT,0.0
PGI,-2.7475350349137133
ASO3t1,0.0
4HTHRS,0.0
PGK,-2.5639088194670765
ASO3t2,0.0
SERtr,0.0
PGM,-2.237901161291315
PGL,2.744707823160814
GLCRDH,0.0
NAMNPP,0.0
AGMT,0.0
MUCCYCI,0.0
MCCIS2,0.0
MCCIS5,0.0
MCCIS4,0.0
OCMPH1,0.0
NITRDT1p,0.0
GLYCt,0.0
THMB,0.003724079346781104
OMPHHX3,0.0
MCCIS1,0.0
OCMPH2,0.0006236496513748261
PHBt,0.0
MNAO8,0.0
P5CR,0.0
LGTHL,0.0
MNAO9,0.0
GGLUCYSS,0.0
MNAO4,0.0
MNAO5,0.0
MNAO6,0.0
IMG3PS,0.045033444349751726
MNAO7,0.0
AACTOOR,0.0
MNAO2,0.0
UAGPT2,0.017818561467852174
MNAO3,0.0
FMETTRS,0.0
ALAabc,0.0
ME4PCT,0.010176180454290378
HEMEOS,6.592867743105305e-05
DTO4CH,0.0
FLBZDD,0.0
ASPR,0.0
DHAt,0.0
S7PI,0.004240817629348818
ACGApts,0.0
PDX5PS,0.004000267049532814
HMPK1,0.003724079346781104
DHADT1,0.2454417749389298
PLIPASA1S_Nlimit,0.0
MCDC,0.0
DHADT2,0.06179477117051134
ACPS1,0.0
DHPMD,0.0
MALTTTRabc,0.0
4HBZt,0.0
PCT3,0.0
PCT2,0.0
PGCM,-0.002827211752899212
PCT1,0.0
DAPE,0.05598592013199154
NUDPK10,0.0
GOX,0.0
ASPt,0.0
GLUPRT,0.03195699604054295
FE2abc,6.592867743105305e-05
HISabc,0.0
4HBTt,0.0
BETALDHx,0.0
BETALDDH1,0.0
MALDDH,0.0
SUCCt2r,0.0
GSNt2,0.0
ILETA,-0.06179477117051134
ASNS,0.07451722405855779
PDH1,2.44474691170888
2AMBZC,0.0
ICDHx,0.0
PDH2,2.44474691170888
CLS_m,-0.005527317767396234
CLPNS2,0.006894446896017191
P5CD3,0.0
BPDDO,0.0
P5CD4,0.0
METAT,0.003741897908248957
PDH3,2.44474691170888
P5CD5,0.0
BKAR2,0.0
PCNO,-0.0008208654897010142
DAPabc,0.0
4HBZDC,0.0
R15BPK,0.0
ASPK,0.30417472329721523
MGSA,0.0
4HBZCT,0.0
PAPSR,0.060348497931370704
IPMD,0.10541460964381347
PAPSR2,0.0
GCALDD,0.0022184109027475886
PDX5POi,0.004000267049532814
FGDM,0.0
NA1t,0.0
CRNCDH,0.0
NO3R1,0.0
FLVR,0.0
GALCTNt2r,0.0
FRUpts2,0.0
CATCHD1,0.0
CATCHD2,0.0
CATCHD3,0.0
CATCHD4,0.0
CATCHD5,0.0
HSERA,-0.03106666191920029
TMPK,0.0
HSDy,-0.24818880316522368
DHNPA,0.0022184109027475886
URItr,0.0
BUTNt,0.0
MECDPS,0.010176180454290378
GLNS,0.6066201552039729
GLNST2,0.017818561467852174
THMPT,-0.003724079346781104
CTBTCRNCT,0.0
2NAPTCT,0.0
SUCCS,0.0
P5CD,0.0
LDH_L,0.0
ASNN,0.0
L__LACD4,0.0
NACt,0.0
CMBLD1,0.0
CMBLD2,0.0
GLYCK,0.0
NODOx,0.0
CMBLD6,0.0
ORPT,-0.04598911319647753
NODOX2,0.0
GLYCEK1,0.0
HSK,0.279255465084424
CMBLD5,0.0
CMBLD4,0.0
CMBLD3,0.0
SELNPS,0.0
CMBLD7,0.0
2MNAPTH,0.0
CITNCL,0.0
ACTF2,0.0
ACTF3,0.0
CATCHD6,0.0
ACTF4,0.0
ACTF5,0.0
ENCOAH3,0.0
FDH2,0.0
ENCOAH4,0.0
ENCOAH1,0.0
ENCOAH2,0.0008208654897010142
ENCOAH7,0.0
GLTN1,0.0
GLTN2,0.0
ENCOAH5,0.0
ENCOAH6,0.0
GLTN3,0.0
AGMHE,0.004240817629348818
G3POAT,0.020521637242525353
GCLDH,0.0
26DICH,0.0
PPPGO,0.0
FABC161,0.007182573034883873
FABC160,0.01042499171920288
GAPD,2.5639088194670765
THRabc,0.0
HISAL,0.0
METS,0.0
NITRDT1,0.0
UMPK,0.0652212805407793
NITRDT2,0.0
BTCOADm,0.0
TPI,-0.023336969954445994
PHBZMN,0.0024767800440314517
ALTRH,0.0
DINSt2,0.0
ACOADH5,0.0
DADNt2,0.0
BTCOAD2,0.0
FTOLAM,0.0
R3HBNt,0.0
PROAKGOX1,0.0
ACONT2,2.1467039296025434
FABC171,0.00028730292139535495
FABC170,0.0002462596469103042
URAt2,0.0
AGPAT,0.020521637242525353
MALPYRI,0.0
ACONT1,2.1467039296025434
ADCS,0.0022184109027475886
GSDH,0.0
ACOADH1,0.0
MAN6PI,0.0
DALAt2r,0.017818561467852174
SUCFUMt,0.0
ACOADH3,0.0
ACOADH4,0.0
ICL,0.008836224632044587
APATr,-0.2942854216825572
UNK2,0.0
MOAT,0.001413605876449606
DURIPP,0.0
LAAO6,0.0
PLIPASA1C_Nlimit,0.0
4HBTD,0.0
LAAO4,0.0
LAAO5,0.0
FABC190,0.0
LAAO2,0.0
ESTLP,0.0
GLTPD,0.0
TDP,0.0
LAAO3,0.0
TMDS,0.005192328811732124
EDTXS1,0.001413605876449606
2H3CBZP,0.0
KAS16,0.005654423505798424
EDTXS2,0.001413605876449606
THMDtr,0.0
ASPTRS,0.0
FABC181,0.004596846742325679
RZ5PP,0.0
FABC180,0.0005335625683056592
UDPG4E,0.0
ICITt,0.0
BZALDD4,0.0
BZALDD5,0.0
THRt,0.0
BZALDD6,0.003724079346781104
PDX5PSa,0.0
MAN6Pt6_2,0.0
BZALDD1,0.0
A5PISO,0.007068029382248029
BZALDD2,0.0
CATECHt,0.0
BZALDD3,0.0
GENt,0.0
ALKP,0.0022184109027475886
APRAUR,0.0034211638018276174
UMBM1,0.0
UMBM2,0.0
FOMETRi,0.0
ATPPRT,0.045033444349751726
DADK,0.0
RIBabc,0.0
URAtr,0.0
THRS,0.279255465084424
GARFT,-0.07326636104351358
DNA,0.00920625675839029
UREA,0.0
GUAPRT,0.0
HMBS,6.592867743105305e-05
USHD,0.001413605876449606
ADIPt,0.0
PGLYCP,0.0
BENZOTt,0.0
DHPS,0.0022184109027475886
PNTOt4,0.0
DHPS2,0.0
UDPGD,0.0
HYD1,0.0
GUAt,0.0
KNTt,0.0
THMDt2,0.0
GUAt2,0.0
PACt,0.0
FORA,0.0
Maintenance,0.0
CRNt7,0.0
HEXTT,0.0
OTO4BZ,0.0
URIDK2r,-0.005192328811732124
OBTFL,0.0
FBMO15p,0.0
ALR2,0.0
ETHAAL,0.0
PGRPP,0.0
LEUTA,0.10541460964381347
ADIPL,0.0
CO2t,-5.749489933767751
CRNBTCT,0.0
SO4t,0.060348497931370704
UDCPDP,0.017818561467852174
3HBZOR,0.0
ARGSS,0.09208632566586004
ACKr,0.0
GSPMDS,0.0
ENCOAR,0.0
TSULabc,0.0
ACOATA,0.04870404425404733
NITORT,0.0
PHCHGS,0.0
LPADSS,0.001413605876449606
CBIAT,0.0
CBIAT1,0.0
3HBCD,0.0
ORNabc,0.0
BACCL,0.0
NT5C,0.0
LEUtr,0.0
KNAKGT,0.0
2PGt,0.0
PACCOAL,0.0
NTD13,0.0
CYTK1,0.03905769278548306
CYTK2,0.0
LLACtr,0.0
UAMAS,0.017818561467852174
FRUabc,3.0139875666074603
TRE6PP,0.0
NTPPD7,0.0
NTPPD8,0.0
P5CR1,0.201337865545751
NTPPD5,0.0
NTPPD6,0.0
